1	1	2	0	0.0303	0.0999	0.0254	100	0	0
2	1	3	0	0.0129	0.0424	0.01082	100	0	0
3	4	5	0	0.00176	0.00798	0.0021	500	0	0
4	3	5	0	0.0241	0.108	0.0284	100	0	0
5	5	6	0	0.0119	0.054	0.01426	100	0	0
6	6	7	0	0.00459	0.0208	0.0055	100	0	0
7	8	9	0	0.00244	0.0305	1.162	500	0	0
8	8	5	1	0	0.0267	0	500	0	0
9	9	10	0	0.00258	0.0322	1.23	500	0	0
10	4	11	0	0.0209	0.0688	0.01748	100	0	0
11	5	11	0	0.0203	0.0682	0.01738	100	0	0
12	11	12	0	0.00595	0.0196	0.00502	100	0	0
13	2	12	0	0.0187	0.0616	0.01572	100	0	0
14	3	12	0	0.0484	0.16	0.0406	100	0	0
15	7	12	0	0.00862	0.034	0.00874	100	0	0
16	11	13	0	0.02225	0.0731	0.01876	100	0	0
17	12	14	0	0.0215	0.0707	0.01816	100	0	0
18	13	15	0	0.0744	0.2444	0.06268	100	0	0
19	14	15	0	0.0595	0.195	0.0502	100	0	0
20	12	16	0	0.0212	0.0834	0.0214	100	0	0
21	15	17	0	0.0132	0.0437	0.0444	500	0	0
22	16	17	0	0.0454	0.1801	0.0466	100	0	0
23	17	18	0	0.0123	0.0505	0.01298	100	0	0
24	18	19	0	0.01119	0.0493	0.01142	100	0	0
25	19	20	0	0.0252	0.117	0.0298	100	0	0
26	15	19	0	0.012	0.0394	0.0101	100	0	0
27	20	21	0	0.0183	0.0849	0.0216	100	0	0
28	21	22	0	0.0209	0.097	0.0246	100	0	0
29	22	23	0	0.0342	0.159	0.0404	100	0	0
30	23	24	0	0.0135	0.0492	0.0498	100	0	0
31	23	25	0	0.0156	0.08	0.0864	500	0	0
32	26	25	1	0	0.0382	0	500	0	0
33	25	27	0	0.0318	0.163	0.1764	500	0	0
34	27	28	0	0.01913	0.0855	0.0216	100	0	0
35	28	29	0	0.0237	0.0943	0.0238	100	0	0
36	30	17	1	0	0.0388	0	500	0	0
37	8	30	0	0.00431	0.0504	0.514	100	0	0
38	26	30	0	0.00799	0.086	0.908	500	0	0
39	17	31	0	0.0474	0.1563	0.0399	100	0	0
40	29	31	0	0.0108	0.0331	0.0083	100	0	0
